xtime(milli),GSR,Volt
34611.18,430,430
34612.71,431,430
34614.24,431,431
34615.77,431,431
34617.30,431,430
34618.83,430,431
34620.36,430,430
34621.89,430,431
34623.42,431,430
34624.95,431,431
34626.48,431,431
34628.01,431,430
34629.54,431,431
34631.07,431,431
34632.60,431,430
34634.13,431,430
34635.66,431,431
34637.19,431,430
34638.72,430,431
34640.25,431,431
34641.78,431,431
34643.31,432,431
34644.84,432,431
34646.37,431,431
34647.90,431,431
34649.43,431,431
34650.96,431,431
34652.49,431,430
34654.02,431,431
34655.55,431,431
34657.08,431,430
34658.61,431,431
34660.14,431,431
34661.67,431,430
34663.20,430,430
34664.73,431,430
34666.26,431,430
34667.79,430,430
34669.32,431,430
34670.85,431,430
34672.38,431,431
34673.91,431,431
34675.44,431,431
34676.97,430,431
34678.50,431,432
34680.03,431,431
34681.56,431,431
34683.09,431,431
34684.62,431,431
34686.15,431,431
34687.68,431,430
34689.21,431,431
34690.74,431,430
34692.27,431,431
34693.80,431,430
34695.33,431,431
34696.86,431,430
34698.39,430,431
34699.92,430,430
34701.45,431,430
34702.98,430,431
34704.51,431,430
34706.04,430,431
34707.57,431,431
34709.10,432,431
34710.63,430,430
34712.16,430,431
34713.69,431,431
34715.22,431,431
34716.75,432,430
34718.28,430,431
34719.81,430,430
34721.34,431,431
34722.87,430,431
34724.40,431,430
34725.93,431,431
34727.46,432,430
34728.99,431,430
34730.52,430,431
34732.05,430,431
34733.58,431,431
34735.12,431,431
34736.64,431,430
34738.17,431,431
34739.70,430,431
34741.23,431,431
34742.76,432,431
34744.29,431,431
34745.82,431,432
34747.35,431,430
34748.88,431,430
34750.41,431,431
34751.94,431,431
34753.47,430,431
34755.00,432,431
34756.53,431,430
34758.06,431,431
34759.59,432,431
34761.12,431,431
34762.65,431,431
34764.18,431,431
34765.71,432,430
34767.24,430,431
34768.77,431,431
34770.30,431,431
34771.83,430,431
34773.36,431,431
34774.89,431,431
34776.42,431,430
34777.95,432,430
34779.48,431,430
34781.01,431,431
34782.54,432,430
34784.07,431,431
34785.60,432,431
34787.13,431,431
34788.66,431,431
34790.19,431,430
34791.72,431,431
34793.25,431,430
34794.78,432,431
34796.31,431,431
34797.84,431,431
34799.37,432,431
34800.90,431,431
34802.43,431,431
34803.96,431,431
34805.49,431,432
34807.02,431,431
34808.55,431,431
34810.08,431,431
34811.61,431,432
34813.14,432,431
34814.67,431,431
34816.20,431,431
34817.73,432,431
34819.26,431,432
34820.79,432,431
34822.32,431,432
34823.85,431,431
34825.38,431,432
34826.91,431,432
34828.44,431,431
34829.97,431,431
34831.50,432,431
34833.03,433,431
34834.56,431,432
34836.09,431,431
34837.62,431,431
34839.15,431,431
34840.68,432,432
34842.21,431,432
34843.74,432,431
34845.27,430,431
34846.80,431,432
34848.33,431,432
34849.86,432,431
34851.39,431,431
34852.92,431,432
34854.45,431,431
34855.98,432,431
34857.51,432,431
34859.04,431,432
34860.57,432,433
34862.10,432,431
34863.63,432,432
34865.17,432,431
34866.69,431,432
34868.23,431,431
34869.75,431,432
34871.28,431,431
34872.81,431,431
34874.34,431,433
34875.87,432,432
34877.40,431,432
34878.93,431,432
34880.46,431,432
34881.99,432,432
34883.52,431,431
34885.05,431,432
34886.58,432,432
34888.11,431,432
34889.64,431,431
34891.17,431,432
34892.70,431,432
34894.23,431,432
34895.76,432,432
34897.29,432,431
34898.82,431,431
34900.35,431,432
34901.88,431,432
34903.41,431,432
34904.94,432,432
34906.47,431,432
34908.00,432,432
34909.53,431,432
34911.06,432,431
34912.59,431,431
34914.12,431,432
34915.65,432,432
34917.18,432,432
34918.71,432,431
34920.24,432,432
34921.77,431,431
34923.30,431,431
34924.83,431,432
34926.36,431,431
34927.89,431,432
34929.42,431,431
34930.95,432,431
34932.48,431,431
34934.01,431,431
34935.54,431,432
34937.07,431,431
34938.60,431,431
34940.13,431,432
34941.66,432,431
34943.19,432,432
34944.72,431,432
34946.25,431,432
34947.78,432,431
34949.31,431,432
34950.84,432,432
34952.37,431,431
34953.90,431,432
34955.43,432,431
34956.96,431,432
34958.49,432,432
34960.02,431,431
34961.55,431,431
34963.08,431,432
34964.61,432,431
34966.14,432,432
34967.67,431,432
34969.20,432,432
34970.73,431,431
34972.26,431,432
34973.79,432,431
34975.32,431,431
34976.85,431,432
34978.38,431,431
34979.91,432,432
34981.44,431,432
34982.97,431,432
34984.50,431,432
34986.03,432,431
34987.56,431,431
34989.09,432,432
34990.62,432,432
34992.15,431,431
34993.68,432,431
34995.22,431,431
34996.74,431,431
34998.28,431,431
34999.80,432,432
35001.33,432,432
35002.86,431,431
35004.39,431,431
35005.92,432,431
35007.45,432,431
35008.98,432,431
35010.51,432,432
35012.04,432,432
35013.57,432,432
35015.10,432,432
35016.63,432,432
35018.16,431,432
35019.69,432,432
35021.22,432,431
35022.75,432,432
35024.28,432,432
35025.81,431,431
35027.34,432,432
35028.87,432,433
35030.40,431,431
35031.93,431,431
35033.46,432,431
35034.99,432,431
35036.52,432,432
35038.05,431,432
35039.58,431,431
35041.11,432,432
35042.64,431,431
35044.17,432,433
35045.70,431,432
35047.23,431,432
35048.76,431,431
35050.29,431,432
35051.82,432,432
35053.35,431,431
35054.88,431,433
35056.41,431,432
35057.94,432,431
35059.47,431,431
35061.00,431,431
35062.53,432,431
35064.06,431,432
35065.59,432,431
35067.12,432,431
35068.65,431,432
35070.18,431,431
35071.71,431,431
35073.24,431,432
35074.77,432,431
35076.30,431,432
35077.83,431,432
35079.36,431,432
35080.89,431,431
35082.42,432,431
35083.95,431,431
35085.48,432,432
35087.01,431,432
35088.54,432,432
35090.07,431,432
35091.60,431,432
35093.13,431,431
35094.66,432,431
35096.19,431,432
35097.72,431,432
35099.25,432,432
35100.78,431,431
35102.31,431,431
35103.84,432,432
35105.37,431,432
35106.90,432,432
35108.43,431,432
35109.96,432,432
35111.49,431,433
35113.02,432,432
35114.55,431,432
35116.08,432,431
35117.61,432,432
35119.14,431,432
35120.67,431,431
35122.20,432,431
35123.73,431,431
35125.27,431,432
35126.79,432,431
35128.33,432,433
35129.85,431,431
35131.38,432,432
35132.91,431,432
35134.44,432,432
35135.97,431,432
35137.50,431,432
35139.03,432,431
35140.56,432,432
35142.09,431,433
35143.62,431,432
35145.15,432,432
35146.68,432,431
35148.21,431,431
35149.74,431,431
35151.27,432,432
35152.80,431,432
35154.33,431,432
35155.86,431,431
35157.39,431,431
35158.92,431,431
35160.45,432,433
35161.98,431,432
35163.51,431,432
35165.04,431,432
35166.57,432,431
35168.10,431,431
35169.63,432,433
35171.16,431,432
35172.69,431,433
35174.22,431,432
35175.75,431,432
35177.28,432,432
35178.81,432,432
35180.34,432,432
35181.87,431,433
35183.40,432,432
35184.93,431,431
35186.46,431,431
35187.99,432,432
35189.52,432,431
35191.05,431,433
35192.58,431,432
35194.11,431,432
35195.64,432,432
35197.17,432,431
35198.70,431,432
35200.23,431,432
35201.76,431,432
35203.29,433,433
35204.82,433,433
35206.35,431,431
35207.88,432,432
35209.41,432,431
35210.94,431,432
35212.47,431,432
35214.00,432,431
35215.53,432,432
35217.06,432,432
35218.59,432,432
35220.12,431,431
35221.65,432,432
35223.18,432,432
35224.71,432,433
35226.24,431,431
35227.77,431,432
35229.30,431,433
35230.83,432,433
35232.36,432,433
35233.89,432,431
35235.42,433,432
35236.95,431,432
35238.48,431,431
35240.01,431,432
35241.54,432,432
35243.07,431,431
35244.60,432,432
35246.13,431,433
35247.66,431,432
35249.19,431,431
35250.72,431,431
35252.25,431,432
35253.78,432,432
35255.32,432,431
35256.84,432,432
35258.38,432,432
35259.90,433,432
35261.43,432,432
35262.96,431,432
35264.49,431,433
35266.02,432,432
35267.55,432,431
35269.08,432,432
35270.61,431,433
35272.14,432,432
35273.67,432,431
35275.20,432,432
35276.73,433,432
35278.26,431,432
35279.79,432,432
35281.32,431,433
35282.85,431,432
35284.38,431,432
35285.91,432,432
35287.44,432,431
35288.97,431,431
35290.50,432,432
35292.03,431,432
35293.56,432,432
35295.09,432,432
35296.62,431,432
35298.15,431,432
35299.68,432,433
35301.21,432,432
35302.74,432,433
35304.27,431,432
35305.80,431,432
35307.33,432,432
35308.86,432,432
35310.39,432,431
35311.92,431,432
35313.45,433,433
35314.98,432,431
35316.51,432,432
35318.04,431,431
35319.57,431,431
35321.10,431,432
35322.63,431,431
35324.16,432,432
35325.69,431,432
35327.22,431,433
35328.75,432,432
35330.28,432,432
35331.81,432,432
35333.34,432,431
35334.87,431,431
35336.40,432,433
35337.93,431,431
35339.46,432,431
35340.99,432,432
35342.52,432,431
35344.05,431,433
35345.58,432,431
35347.11,431,433
35348.64,432,431
35350.17,432,432
35351.70,432,432
35353.23,431,433
35354.76,433,432
35356.29,431,431
35357.82,433,432
35359.35,432,432
35360.88,433,432
35362.41,431,431
35363.94,432,433
35365.47,431,432
35367.00,432,433
35368.53,431,433
35370.06,432,432
35371.59,432,432
35373.12,431,431
35374.65,432,431
35376.18,432,432
35377.71,431,431
35379.24,432,431
35380.77,432,431
35382.30,431,432
35383.83,432,433
35385.36,431,431
35386.89,431,432
35388.43,432,431
35389.95,433,431
35391.48,432,432
35393.01,433,431
35394.54,432,431
35396.07,432,433
35397.60,431,432
35399.13,431,431
35400.66,432,432
35402.19,432,432
35403.72,432,432
35405.25,432,432
35406.78,431,432
35408.31,431,431
35409.84,433,432
35411.37,432,432
35412.90,432,432
35414.43,432,431
35415.96,432,432
35417.49,433,432
35419.02,433,433
35420.55,432,432
35422.08,432,432
35423.61,433,433
35425.14,431,432
35426.67,431,433
35428.20,432,432
35429.73,431,432
35431.26,431,432
35432.79,432,432
35434.32,431,431
35435.85,431,432
35437.38,431,433
35438.91,432,433
35440.44,432,432
35441.97,432,433
35443.50,432,433
35445.03,432,432
35446.56,433,431
35448.09,431,433
35449.62,431,432
35451.15,433,432
35452.68,432,431
35454.21,431,431
35455.74,431,431
35457.27,431,432
35458.80,431,431
35460.33,431,432
35461.86,432,431
35463.39,432,432
35464.92,431,432
35466.45,432,432
35467.98,432,431
35469.51,432,432
35471.04,432,431
35472.57,432,432
35474.10,432,433
35475.63,431,431
35477.16,432,431
35478.69,432,432
35480.22,431,432
35481.75,432,431
35483.28,433,432
35484.81,431,431
35486.34,432,431
35487.87,432,432
35489.40,433,432
35490.93,431,433
35492.46,432,432
35493.99,433,431
35495.52,431,432
35497.05,432,433
35498.58,432,432
35500.11,432,432
35501.64,432,432
35503.17,431,432
35504.70,433,432
35506.23,433,432
35507.76,433,432
35509.29,431,432
35510.82,431,432
35512.35,431,431
35513.88,432,433
35515.41,431,433
35516.94,432,432
35518.48,432,432
35520.00,431,432
35521.53,432,432
35523.06,432,432
35524.59,432,432
35526.12,431,432
35527.65,431,432
35529.18,433,431
35530.71,432,432
35532.24,433,432
35533.77,432,432
35535.30,433,432
35536.83,432,433
35538.36,432,433
35539.89,433,433
35541.42,432,431
35542.95,432,432
35544.48,433,433
35546.01,431,432
35547.54,432,432
35549.07,432,431
35550.60,432,432
35552.13,432,432
35553.66,433,432
35555.19,431,431
35556.72,431,431
35558.25,433,432
35559.78,432,433
35561.31,432,433
35562.84,432,432
35564.37,432,432
35565.90,433,432
35567.43,432,432
35568.96,432,432
35570.49,431,432
35572.02,432,432
35573.55,432,432
35575.08,433,433
35576.61,432,433
35578.14,433,431
35579.67,432,432
35581.20,432,432
35582.73,432,432
35584.26,431,432
35585.79,432,432
35587.32,431,431
35588.85,432,433
35590.38,432,432
35591.91,432,432
35593.44,433,432
35594.97,432,432
35596.50,432,432
35598.03,431,432
35599.56,431,432
35601.09,432,432
35602.62,431,431
35604.15,432,432
35605.68,432,432
35607.21,433,431
35608.74,432,432
35610.27,432,432
35611.80,433,432
35613.33,433,433
35614.86,433,432
35616.39,432,432
35617.92,432,433
35619.45,431,432
35620.98,432,432
35622.51,432,431
35624.04,433,431
35625.57,433,433
35627.10,432,432
35628.63,432,431
35630.16,432,431
35631.69,432,432
35633.22,432,432
35634.75,431,432
35636.28,432,432
35637.81,432,433
35639.34,432,432
35640.87,432,432
35642.40,433,431
35643.93,432,432
35645.46,431,432
35646.99,432,432
35648.53,433,432
35650.05,432,432
35651.59,432,433
35653.11,431,432
35654.64,433,431
35656.17,432,433
35657.70,432,432
35659.23,433,432
35660.76,432,432
35662.29,432,433
35663.82,431,432
35665.35,432,433
35666.88,431,433
35668.41,432,433
35669.94,433,432
35671.47,432,432
35673.00,432,433
35674.53,432,432
35676.06,433,432
35677.59,433,433
35679.12,433,433
35680.65,431,432
35682.18,432,432
35683.71,432,433
35685.24,432,431
35686.77,433,432
35688.30,432,433
35689.83,433,432
35691.36,431,432
35692.89,432,432
35694.42,432,433
35695.95,432,432
35697.48,431,432
35699.01,431,433
35700.54,432,432
35702.07,432,432
35703.60,433,432
35705.13,431,432
35706.66,431,432
35708.19,433,432
35709.72,431,432
35711.25,432,432
35712.78,432,431
35714.31,431,431
35715.84,431,432
35717.37,432,432
35718.90,432,432
35720.43,433,432
35721.96,432,431
35723.49,432,433
35725.02,432,432
35726.55,433,431
35728.08,432,431
35729.61,432,432
35731.14,432,432
35732.67,432,432
35734.20,432,433
35735.73,433,432
35737.26,432,432
35738.79,433,433
35740.32,432,432
35741.85,433,432
35743.38,432,433
35744.91,433,432
35746.44,433,432
35747.97,432,433
35749.50,432,433
35751.03,433,432
35752.56,433,432
35754.09,432,433
35755.62,432,433
35757.15,432,432
35758.68,432,432
35760.21,433,433
35761.74,432,433
35763.27,432,432
35764.80,432,432
35766.33,433,432
35767.86,433,432
35769.39,433,432
35770.92,432,431
35772.45,432,432
35773.98,433,432
35775.51,433,432
35777.04,432,433
35778.58,433,433
35780.10,432,432
35781.64,433,431
35783.16,432,432
35784.69,433,432
35786.22,432,433
35787.75,432,431
35789.28,432,432
35790.81,433,432
35792.34,433,432
35793.87,431,432
35795.40,432,432
35796.93,432,432
35798.46,433,432
35799.99,432,432
35801.52,433,432
35803.05,432,432
35804.58,432,432
35806.11,433,432
35807.64,432,433
35809.17,433,432
35810.70,432,432
35812.23,432,432
35813.76,432,432
35815.29,433,432
35816.82,432,433
35818.35,433,434
35819.88,433,433
35821.41,433,432
35822.94,432,433
35824.47,433,432
35826.00,432,432
35827.53,432,433
35829.06,433,433
35830.59,432,434
35832.12,433,433
35833.65,432,432
35835.18,433,433
35836.71,432,433
35838.24,432,432
35839.77,432,432
35841.30,433,433
35842.83,432,433
35844.36,432,434
35845.89,432,433
35847.42,433,432
35848.95,432,433
35850.48,433,434
35852.01,433,432
35853.54,433,432
35855.07,433,433
35856.60,433,433
35858.13,433,432
35859.66,433,432
35861.19,433,433
35862.72,432,433
35864.25,432,432
35865.78,432,433
35867.31,432,433
35868.84,432,432
35870.37,432,434
35871.90,432,433
35873.43,432,433
35874.96,433,434
35876.49,432,433
35878.02,433,433
35879.55,432,433
35881.08,432,433
35882.61,432,434
35884.14,433,433
35885.67,432,433
35887.20,433,433
35888.73,433,433
35890.26,433,433
35891.79,433,433
35893.32,433,432
35894.85,433,432
35896.38,433,432
35897.91,432,433
35899.44,432,433
35900.97,432,433
35902.50,432,432
35904.03,432,433
35905.56,433,432
35907.09,433,432
35908.63,433,434
35910.15,433,434
35911.69,432,433
35913.21,432,432
35914.74,432,434
35916.27,432,432
35917.80,433,432
35919.33,432,433
35920.86,432,433
35922.39,433,434
35923.92,432,434
35925.45,433,433
35926.98,433,432
35928.51,432,432
35930.04,432,432
35931.57,433,432
35933.10,433,433
35934.63,433,434
35936.16,432,433
35937.69,433,433
35939.22,432,432
35940.75,433,432
35942.28,433,433
35943.81,432,433
35945.34,432,434
35946.87,432,433
35948.40,432,432
35949.93,433,433
35951.46,432,433
35952.99,433,434
35954.52,432,433
35956.05,432,432
35957.58,432,433
35959.11,433,433
35960.64,432,432
35962.17,433,433
35963.70,433,433
35965.23,432,433
35966.76,433,433
35968.29,432,433
35969.82,432,433
35971.35,433,434
35972.88,433,433
35974.41,433,433
35975.94,433,432
35977.47,433,433
35979.00,432,433
35980.53,433,432
35982.06,432,433
35983.59,433,433
35985.12,433,433
35986.65,432,432
35988.18,433,432
35989.71,433,432
35991.24,432,433
35992.77,433,432
35994.30,434,433
35995.83,432,433
35997.36,433,433
35998.89,432,433
36000.42,432,433
36001.95,432,433
36003.48,432,433
36005.01,432,432
36006.54,433,433
36008.07,434,432
36009.60,433,433
36011.13,432,433
36012.66,433,433
36014.19,433,432
36015.72,433,433
36017.25,432,432
36018.78,433,433
36020.31,432,432
36021.84,433,433
36023.37,433,433
36024.90,433,432
36026.43,432,432
36027.96,432,433
36029.49,433,433
36031.02,432,432
36032.55,434,432
36034.08,433,432
36035.61,433,432
36037.14,433,434
36038.67,432,432
36040.20,432,433
36041.74,433,432
36043.26,433,434
36044.79,433,433
36046.32,432,432
36047.85,433,434
36049.38,432,432
36050.91,433,433
36052.44,433,433
36053.97,433,433
36055.50,433,434
36057.03,434,432
36058.56,433,434
36060.09,432,433
36061.62,432,432
36063.15,432,433
36064.68,432,433
36066.21,432,433
36067.74,433,433
36069.27,433,432
36070.80,433,433
36072.33,433,433
36073.86,433,433
36075.39,433,434
36076.92,433,433
36078.45,432,433
36079.98,433,433
36081.51,433,433
36083.04,432,433
36084.57,432,433
36086.10,432,433
36087.63,432,432
36089.16,432,433
36090.69,432,433
36092.22,432,433
36093.75,433,432
36095.28,432,433
36096.81,432,433
36098.34,433,433
36099.87,432,434
36101.40,432,432
36102.93,433,433
36104.46,432,433
36105.99,433,432
36107.52,433,433
36109.05,432,432
36110.58,432,432
36112.11,432,433
36113.64,432,433
36115.17,432,433
36116.70,433,432
36118.23,433,433
36119.76,433,433
36121.29,432,433
36122.82,433,434
36124.35,432,433
36125.88,433,432
36127.41,433,433
36128.94,433,433
36130.47,433,433
36132.00,432,432
36133.53,433,432
36135.06,433,433
36136.59,432,433
36138.12,433,432
36139.65,432,432
36141.18,433,433
36142.71,432,433
36144.24,432,433
36145.77,433,433
36147.30,433,434
36148.83,433,432
36150.36,432,433
36151.89,432,433
36153.42,433,433
36154.95,432,434
36156.48,432,433
36158.01,433,432
36159.54,433,434
36161.07,433,434
36162.60,434,432
36164.13,433,433
36165.66,433,433
36167.19,432,433
36168.72,432,434
36170.25,433,433
36171.79,432,433
36173.31,432,433
36174.84,432,433
36176.37,433,433
36177.90,434,432
36179.43,432,433
36180.96,432,433
36182.49,433,434
36184.02,433,434
36185.55,433,434
36187.08,432,433
36188.61,433,434
36190.14,432,432
36191.67,432,433
36193.20,433,433
36194.73,433,433
36196.26,433,434
36197.79,433,434
36199.32,433,434
36200.85,433,433
36202.38,433,433
36203.91,434,434
36205.44,433,434
36206.97,434,433
36208.50,433,433
36210.03,434,433
36211.56,433,432
36213.09,433,434
36214.62,433,433
36216.15,432,434
36217.68,433,433
36219.21,433,433
36220.74,433,433
36222.27,433,433
36223.80,432,433
36225.33,433,433
36226.86,432,433
36228.39,432,433
36229.92,433,434
36231.45,433,433
36232.98,434,434
36234.51,433,433
36236.04,433,433
36237.57,432,432
36239.10,433,432
36240.63,432,433
36242.16,433,433
36243.69,433,432
36245.22,434,433
36246.75,432,433
36248.28,433,433
36249.81,433,433
36251.34,433,432
36252.87,433,433
36254.40,432,433
36255.93,433,433
36257.46,433,433
36258.99,432,433
36260.52,432,434
36262.05,434,433
36263.58,432,433
36265.11,432,434
36266.64,433,434
36268.17,433,434
36269.70,433,434
36271.23,434,433
36272.76,433,433
36274.29,433,433
36275.82,432,433
36277.35,434,433
36278.88,432,433
36280.41,433,433
36281.94,433,433
36283.47,433,433
36285.00,433,434
36286.53,433,433
36288.06,432,433
36289.59,433,432
36291.12,433,433
36292.65,432,432
36294.18,433,434
36295.71,434,434
36297.24,433,433
36298.77,432,433
36300.30,433,434
36301.84,432,433
36303.36,432,433
36304.89,433,433
36306.42,433,433
36307.95,433,433
36309.48,433,434
36311.01,432,433
36312.54,433,433
36314.07,432,433
36315.60,433,433
36317.13,432,433
36318.66,432,434
36320.19,434,433
36321.72,433,434
36323.25,433,433
36324.78,433,433
36326.31,432,433
36327.84,433,433
36329.37,433,433
36330.90,433,433
36332.43,433,433
36333.96,433,434
36335.49,432,433
36337.02,434,433
36338.55,433,433
36340.08,434,433
36341.61,434,434
36343.14,432,433
36344.67,433,433
36346.20,434,433
36347.73,433,434
36349.26,432,433
36350.79,433,433
36352.32,432,433
36353.85,434,432
36355.38,434,434
36356.91,433,434
36358.44,433,433
36359.97,433,432
36361.50,434,434
36363.03,434,433
36364.56,432,433
36366.09,434,433
36367.62,433,434
36369.15,433,434
36370.68,433,433
36372.21,433,433
36373.74,433,433
36375.27,433,434
36376.80,433,433
36378.33,434,433
36379.86,433,434
36381.39,432,433
36382.92,433,433
36384.45,433,434
36385.98,434,434
36387.51,433,433
36389.04,433,433
36390.57,433,433
36392.10,433,433
36393.63,433,434
36395.16,433,433
36396.69,434,432
36398.22,434,434
36399.75,433,434
36401.28,434,433
36402.81,434,433
36404.34,433,433
36405.87,433,434
36407.40,434,433
36408.93,433,434
36410.46,434,434
36411.99,434,433
36413.52,434,433
36415.05,432,433
36416.58,433,433
36418.11,433,433
36419.64,433,433
36421.17,433,433
36422.70,433,434
36424.23,433,433
36425.76,433,433
36427.29,433,434
36428.82,433,433
36430.35,433,433
36431.89,433,433
36433.41,433,433
36434.95,433,433
36436.47,433,433
36438.00,433,434
36439.53,433,433
36441.06,433,434
36442.59,433,432
36444.12,433,433
36445.65,433,433
36447.18,433,434
36448.71,433,433
36450.24,433,432
36451.77,433,433
36453.30,433,434
36454.83,433,433
36456.36,432,433
36457.89,433,434
36459.42,433,434
36460.95,433,434
36462.48,433,433
36464.01,433,433
36465.54,433,432
36467.07,433,433
36468.60,433,433
36470.13,433,433
36471.66,432,434
36473.19,433,433
36474.72,433,433
36476.25,432,433
36477.78,433,434
36479.31,433,433
36480.84,433,433
36482.37,433,434
36483.90,434,433
36485.43,433,434
36486.96,433,433
36488.49,434,432
36490.02,433,433
36491.55,433,433
36493.08,432,434
36494.61,434,433
36496.14,433,433
36497.67,433,433
36499.20,433,434
36500.73,434,434
36502.26,434,433
36503.79,433,434
36505.32,433,433
36506.85,433,433
36508.38,433,433
36509.91,433,433
36511.44,433,434
36512.97,433,433
36514.50,434,433
36516.03,433,432
36517.56,433,433
36519.09,433,434
36520.62,433,434
36522.15,433,433
36523.68,433,433
36525.21,433,433
36526.74,434,433
36528.27,432,433
36529.80,433,434
36531.33,434,434
36532.86,433,432
36534.39,434,433
36535.92,432,433
36537.45,433,432
36538.98,433,433
36540.51,433,433
36542.04,432,434
36543.57,434,434
36545.10,433,433
36546.63,433,434
36548.16,433,433
36549.69,433,433
36551.22,433,433
36552.75,433,434
36554.28,433,433
36555.81,433,433
36557.34,433,433
36558.87,433,434
36560.40,433,433
36561.94,433,434
36563.46,433,433
36565.00,433,433
36566.52,433,433
36568.05,434,434
36569.58,433,433
36571.11,434,433
36572.64,433,433
36574.17,434,434
36575.70,433,433
36577.23,433,434
36578.76,434,433
36580.29,433,433
36581.82,433,433
36583.35,434,433
36584.88,433,434
36586.41,433,433
36587.94,433,433
36589.47,433,433
36591.00,433,433
36592.53,433,433
36594.06,433,433
36595.59,434,433
36597.12,433,434
36598.65,433,433
36600.18,434,433
36601.71,433,433
36603.24,433,433
36604.77,433,433
36606.30,434,433
36607.83,434,433
36609.36,433,433
36610.89,434,433
36612.42,433,433
36613.95,433,433
36615.48,433,433
36617.01,433,433
36618.54,434,433
36620.07,434,433
36621.60,434,433
36623.13,433,434
36624.66,433,433
36626.19,433,434
36627.72,433,434
36629.25,434,433
36630.78,433,433
36632.31,433,433
36633.84,433,433
36635.37,434,434
36636.90,433,433
36638.43,433,433
36639.96,433,434
36641.49,433,434
36643.02,433,434
36644.55,434,433
36646.08,434,433
36647.61,434,434
36649.14,433,434
36650.67,433,434
36652.20,433,434
36653.73,434,433
36655.26,433,433
36656.79,434,434
36658.32,434,434
36659.85,434,433
36661.38,434,433
36662.91,434,434
36664.44,434,433
36665.97,433,433
36667.50,434,433
36669.03,433,434
36670.56,433,434
36672.09,434,433
36673.62,433,434
36675.15,434,434
36676.68,433,433
36678.21,433,434
36679.74,433,434
36681.27,434,433
36682.80,433,433
36684.33,433,434
36685.86,433,434
36687.39,433,433
36688.92,434,434
36690.45,434,434
36691.99,433,433
36693.51,433,434
36695.05,433,434
36696.57,433,433
36698.10,433,433
36699.63,434,433
36701.16,434,434
36702.69,434,434
36704.22,434,434
36705.75,433,433
36707.28,433,433
36708.81,433,434
36710.34,433,433
36711.87,433,434
36713.40,434,433
36714.93,433,433
36716.46,433,433
36717.99,433,432
36719.52,433,433
36721.05,434,433
36722.58,434,433
36724.11,434,434
36725.64,434,433
36727.17,433,434
36728.70,433,433
36730.23,433,434
36731.76,434,433
36733.29,433,433
36734.82,434,433
36736.35,434,433
36737.88,434,434
36739.41,433,433
36740.94,434,433
36742.47,434,433
36744.00,434,433
36745.53,433,434
36747.06,434,433
36748.59,434,433
36750.12,434,433
36751.65,434,433
36753.18,434,433
36754.71,434,433
36756.24,434,433
36757.77,433,433
36759.30,433,434
36760.83,433,434
36762.36,433,433
36763.89,433,433
36765.42,433,433
36766.95,434,434
36768.48,433,434
36770.01,433,434
36771.54,433,433
36773.07,433,433
36774.60,434,433
36776.13,434,433
36777.66,434,434
36779.19,434,433
36780.72,433,433
36782.25,433,434
36783.78,433,433
36785.31,433,433
36786.84,433,434
36788.37,433,433
36789.90,435,434
36791.43,434,433
36792.96,433,434
36794.49,433,433
36796.02,434,434
36797.55,434,433
36799.08,433,433
36800.61,434,433
36802.14,433,434
36803.67,434,433
36805.20,434,434
36806.73,434,433
36808.26,434,434
36809.79,434,433
36811.32,433,434
36812.85,434,434
36814.38,433,434
36815.91,433,434
36817.44,433,434
36818.97,433,434
36820.50,433,434
36822.03,433,434
36823.56,433,434
36825.10,434,434
36826.62,433,433
36828.15,433,434
36829.68,433,434
36831.21,434,434
36832.74,433,434
36834.27,433,433
36835.80,434,434
36837.33,433,434
36838.86,433,433
36840.39,434,433
36841.92,434,433
36843.45,434,434
36844.98,433,434
36846.51,433,433
36848.04,433,433
36849.57,433,433
36851.10,434,435
36852.63,434,433
36854.16,433,434
36855.69,434,434
36857.22,434,434
36858.75,434,433
36860.28,434,434
36861.81,434,433
36863.34,434,433
36864.87,433,434
36866.40,434,433
36867.93,433,434
36869.46,433,434
36870.99,434,433
36872.52,433,433
36874.05,433,434
36875.58,434,434
36877.11,433,434
36878.64,433,434
36880.17,434,433
36881.70,434,434
36883.23,433,435
36884.76,433,434
36886.29,433,433
36887.82,433,434
36889.35,433,434
36890.88,434,434
36892.41,433,433
36893.94,434,435
36895.47,435,434
36897.00,434,434
36898.53,434,434
36900.06,434,434
36901.59,433,435
36903.12,433,434
36904.65,434,433
36906.18,433,433
36907.71,434,433
36909.24,434,435
36910.77,434,434
36912.30,433,434
36913.83,434,433
36915.36,434,435
36916.89,434,434
36918.42,434,435
36919.95,434,434
36921.48,433,434
36923.01,433,433
36924.54,433,434
36926.07,434,433
36927.60,433,434
36929.13,434,434
36930.66,433,434
36932.19,434,433
36933.72,433,435
36935.25,433,434
36936.78,434,435
36938.31,433,433
36939.84,434,435
36941.37,435,435
36942.90,435,434
36944.43,433,435
36945.96,433,435
36947.49,433,435
36949.02,434,434
36950.55,435,433
36952.08,434,434
36953.61,433,433
36955.15,433,435
36956.67,433,435
36958.20,434,434
36959.73,434,435
36961.26,434,434
36962.79,434,435
36964.32,433,434
36965.85,434,434
36967.38,435,433
36968.91,434,435
36970.44,434,434
36971.97,434,434
36973.50,434,434
36975.03,433,434
36976.56,434,435
36978.09,434,434
36979.62,434,434
36981.15,434,435
36982.68,435,434
36984.21,435,434
36985.74,434,435
