xtime(milli),GSR,Volt
36987.27,433,434
36988.80,433,434
36990.33,435,434
36991.86,434,434
36993.39,434,434
36994.92,434,434
36996.45,433,433
36997.98,434,434
36999.51,433,433
37001.04,433,434
37002.57,433,434
37004.10,434,434
37005.63,434,434
37007.16,433,434
37008.69,433,434
37010.22,434,435
37011.75,434,434
37013.28,434,433
37014.81,433,435
37016.34,434,433
37017.87,434,434
37019.40,434,434
37020.93,434,434
37022.46,434,435
37023.99,435,434
37025.52,434,434
37027.05,434,434
37028.58,434,434
37030.11,434,435
37031.64,435,435
37033.17,434,435
37034.70,433,435
37036.23,434,433
37037.76,434,434
37039.29,435,435
37040.82,433,434
37042.35,433,434
37043.88,434,434
37045.41,433,435
37046.94,434,433
37048.47,434,434
37050.00,434,434
37051.53,434,433
37053.06,434,434
37054.59,434,434
37056.12,434,434
37057.65,433,434
37059.18,433,435
37060.71,434,434
37062.24,433,434
37063.77,434,434
37065.30,433,435
37066.83,434,435
37068.36,434,433
37069.89,435,435
37071.42,434,434
37072.95,433,434
37074.48,434,435
37076.01,434,435
37077.54,434,435
37079.07,433,435
37080.60,435,434
37082.13,434,434
37083.66,434,435
37085.20,433,435
37086.72,433,433
37088.25,434,435
37089.78,435,434
37091.31,433,435
37092.84,434,435
37094.37,434,435
37095.90,434,434
37097.43,434,434
37098.96,434,435
37100.49,434,435
37102.02,433,434
37103.55,434,434
37105.08,435,435
37106.61,434,434
37108.14,434,434
37109.67,434,434
37111.20,435,434
37112.73,433,435
37114.26,435,434
37115.79,434,434
37117.32,433,434
37118.85,434,434
37120.38,434,434
37121.91,433,435
37123.44,435,435
37124.97,433,433
37126.50,434,434
37128.03,435,434
37129.56,435,435
37131.09,434,434
37132.62,434,435
37134.15,434,434
37135.68,435,434
37137.21,434,434
37138.74,435,434
37140.27,434,435
37141.80,433,434
37143.33,435,434
37144.86,433,434
37146.39,435,434
37147.92,435,434
37149.45,433,434
37150.98,434,434
37152.51,434,434
37154.04,434,435
37155.57,434,434
37157.10,434,434
37158.63,434,434
37160.16,434,434
37161.69,433,435
37163.22,435,434
37164.75,433,435
37166.28,435,435
37167.81,433,434
37169.34,434,434
37170.87,434,434
37172.40,433,434
37173.93,433,434
37175.46,435,435
37176.99,434,434
37178.52,434,435
37180.05,434,434
37181.58,435,434
37183.11,434,434
37184.64,434,435
37186.17,433,434
37187.70,433,434
37189.23,434,434
37190.76,434,434
37192.29,434,434
37193.82,435,435
37195.35,433,434
37196.88,434,434
37198.41,434,434
37199.94,435,435
37201.47,433,435
37203.00,434,434
37204.53,433,435
37206.06,434,434
37207.59,434,434
37209.12,434,434
37210.65,434,434
37212.18,434,434
37213.71,435,435
37215.25,434,435
37216.77,435,434
37218.31,435,435
37219.83,434,434
37221.36,434,434
37222.89,435,434
37224.42,434,435
37225.95,434,434
37227.48,434,434
37229.01,435,434
37230.54,435,434
37232.07,434,434
37233.60,435,435
37235.13,433,435
37236.66,434,435
37238.19,434,434
37239.72,434,434
37241.25,434,434
37242.78,434,434
37244.31,433,434
37245.84,433,434
37247.37,433,433
37248.90,434,434
37250.43,434,434
37251.96,435,434
37253.49,435,435
37255.02,435,434
37256.55,433,434
37258.08,434,435
37259.61,434,435
37261.14,434,435
37262.67,435,435
37264.20,433,434
37265.73,434,434
37267.26,434,434
37268.79,434,434
37270.32,433,434
37271.85,435,434
37273.38,435,434
37274.91,435,434
37276.44,435,435
37277.97,433,435
37279.50,434,434
37281.03,434,434
37282.56,434,434
37284.09,434,434
37285.62,433,434
37287.15,435,434
37288.68,434,434
37290.21,434,434
37291.74,434,435
37293.27,435,435
37294.80,433,435
37296.33,433,435
37297.86,434,434
37299.39,434,435
37300.92,434,434
37302.45,434,433
37303.98,435,435
37305.51,434,434
37307.04,434,434
37308.57,434,434
37310.10,434,434
37311.63,435,435
37313.16,433,434
37314.69,433,435
37316.22,434,435
37317.75,433,434
37319.28,434,435
37320.81,435,435
37322.34,434,434
37323.87,435,435
37325.40,435,434
37326.93,435,434
37328.46,435,434
37329.99,434,434
37331.52,434,435
37333.05,434,434
37334.58,435,435
37336.11,434,435
37337.64,435,434
37339.17,434,434
37340.70,434,434
37342.23,434,435
37343.76,435,434
37345.30,435,435
37346.82,435,434
37348.36,435,434
37349.88,435,434
37351.41,434,434
37352.94,435,435
37354.47,434,434
37356.00,434,435
37357.53,434,435
37359.06,434,435
37360.59,434,434
37362.12,434,435
37363.65,434,435
37365.18,434,435
37366.71,435,434
37368.24,434,434
37369.77,435,435
37371.30,434,435
37372.83,434,434
37374.36,434,435
37375.89,434,434
37377.42,434,434
37378.95,434,435
37380.48,434,435
37382.01,434,434
37383.54,434,434
37385.07,434,435
37386.60,435,434
37388.13,435,434
37389.66,434,434
37391.19,434,435
37392.72,434,434
37394.25,434,434
37395.78,434,435
37397.31,435,434
37398.84,434,434
37400.37,435,434
37401.90,435,434
37403.43,434,435
37404.96,434,434
37406.49,434,435
37408.02,434,434
37409.55,434,434
37411.08,434,435
37412.61,434,435
37414.14,435,433
37415.67,434,435
37417.20,435,435
37418.73,435,434
37420.26,434,435
37421.79,435,435
37423.32,434,434
37424.85,435,435
37426.38,434,434
37427.91,435,435
37429.44,434,435
37430.97,435,435
37432.50,434,435
37434.03,435,434
37435.56,435,434
37437.09,434,435
37438.62,434,434
37440.15,434,434
37441.68,434,435
37443.21,434,434
37444.74,435,434
37446.27,435,434
37447.80,435,434
37449.33,435,435
37450.86,434,435
37452.39,435,435
37453.92,434,435
37455.45,434,435
37456.98,434,434
37458.51,435,435
37460.04,434,434
37461.57,434,435
37463.10,434,434
37464.63,434,434
37466.16,435,435
37467.69,434,435
37469.22,434,435
37470.75,434,435
37472.28,434,435
37473.81,434,435
37475.35,434,435
37476.87,434,435
37478.41,435,435
37479.93,434,435
37481.46,434,434
37482.99,434,434
37484.52,434,435
37486.05,435,435
37487.58,435,435
37489.11,434,435
37490.64,435,434
37492.17,434,435
37493.70,435,434
37495.23,435,435
37496.76,434,434
37498.29,435,434
37499.82,435,435
37501.35,434,436
37502.88,435,434
37504.41,435,434
37505.94,435,435
37507.47,434,435
37509.00,434,435
37510.53,434,434
37512.06,435,435
37513.59,434,435
37515.12,434,434
37516.65,435,435
37518.18,434,434
37519.71,435,435
37521.24,435,434
37522.77,434,435
37524.30,434,434
37525.83,434,435
37527.36,435,435
37528.89,434,435
37530.42,435,435
37531.95,434,434
37533.48,434,435
37535.01,434,434
37536.54,434,434
37538.07,434,434
37539.60,434,435
37541.13,434,435
37542.66,434,434
37544.19,435,435
37545.72,435,434
37547.25,435,434
37548.78,434,434
37550.31,434,434
37551.84,434,434
37553.37,434,435
37554.90,435,434
37556.43,434,435
37557.96,434,435
37559.49,435,434
37561.02,434,435
37562.55,434,434
37564.08,435,435
37565.61,435,435
37567.14,434,434
37568.67,434,435
37570.20,435,434
37571.73,434,434
37573.26,435,435
37574.79,435,435
37576.32,435,435
37577.85,434,434
37579.38,435,435
37580.91,434,435
37582.44,435,434
37583.97,434,435
37585.50,435,435
37587.03,435,434
37588.56,435,435
37590.09,434,434
37591.62,434,435
37593.15,434,434
37594.68,434,435
37596.21,435,435
37597.74,435,434
37599.27,435,435
37600.80,434,434
37602.33,434,435
37603.86,434,434
37605.39,434,434
37606.92,434,435
37608.46,434,434
37609.98,434,434
37611.51,435,434
37613.04,435,435
37614.57,434,434
37616.10,435,435
37617.63,435,435
37619.16,435,434
37620.69,435,435
37622.22,435,435
37623.75,434,434
37625.28,435,435
37626.81,434,434
37628.34,434,434
37629.87,434,434
37631.40,434,435
37632.93,435,434
37634.46,434,434
37635.99,435,434
37637.52,435,434
37639.05,435,434
37640.58,435,435
37642.11,435,435
37643.64,435,434
37645.17,434,434
37646.70,435,434
37648.23,435,435
37649.76,434,435
37651.29,435,435
37652.82,434,434
37654.35,435,435
37655.88,434,435
37657.41,435,435
37658.94,435,435
37660.47,435,435
37662.00,434,435
37663.53,435,434
37665.06,434,434
37666.59,435,435
37668.12,435,435
37669.65,435,435
37671.18,435,434
37672.71,434,434
37674.24,434,435
37675.77,435,434
37677.30,435,434
37678.83,434,434
37680.36,435,434
37681.89,435,434
37683.42,435,434
37684.95,435,435
37686.48,435,435
37688.01,435,435
37689.54,435,435
37691.07,435,434
37692.60,434,434
37694.13,435,434
37695.66,435,435
37697.19,435,435
37698.72,434,435
37700.25,434,435
37701.78,434,434
37703.31,436,434
37704.84,434,434
37706.37,435,434
37707.90,435,434
37709.43,435,435
37710.96,435,434
37712.49,435,434
37714.02,434,435
37715.55,434,434
37717.08,435,434
37718.61,434,434
37720.14,434,434
37721.67,435,435
37723.20,434,435
37724.73,435,434
37726.26,434,434
37727.79,434,434
37729.32,435,434
37730.85,434,434
37732.38,436,434
37733.91,434,434
37735.44,434,435
37736.97,434,434
37738.51,435,434
37740.03,435,435
37741.56,435,435
37743.09,435,435
37744.62,435,435
37746.15,436,434
37747.68,435,435
37749.21,434,435
37750.74,435,435
37752.27,435,435
37753.80,434,435
37755.33,436,434
37756.86,435,434
37758.39,434,435
37759.92,436,436
37761.45,434,434
37762.98,434,435
37764.51,434,434
37766.04,434,434
37767.57,435,435
37769.10,434,435
37770.63,435,435
37772.16,435,434
37773.69,435,434
37775.22,435,435
37776.75,434,434
37778.28,434,435
37779.81,435,435
37781.34,434,434
37782.87,434,435
37784.40,435,434
37785.93,435,435
37787.46,435,434
37788.99,435,434
37790.52,435,435
37792.05,434,434
37793.58,435,435
37795.11,434,435
37796.64,435,434
37798.17,434,435
37799.70,434,434
37801.23,435,434
37802.76,434,435
37804.29,434,435
37805.82,435,435
37807.35,435,435
37808.88,435,436
37810.41,435,436
37811.94,434,434
37813.47,435,435
37815.00,434,436
37816.53,435,436
37818.06,435,435
37819.59,435,435
37821.12,434,436
37822.65,435,436
37824.18,434,436
37825.71,435,435
37827.24,435,434
37828.77,435,435
37830.30,435,436
37831.83,435,434
37833.36,434,436
37834.89,435,435
37836.42,436,435
37837.95,435,435
37839.48,435,435
37841.01,434,435
37842.54,434,435
37844.07,435,435
37845.60,434,435
37847.13,435,435
37848.66,435,436
37850.19,435,435
37851.72,436,436
37853.25,435,435
37854.78,434,435
37856.31,434,436
37857.84,434,436
37859.37,434,434
37860.90,435,435
37862.43,435,435
37863.96,434,435
37865.49,435,435
37867.02,435,435
37868.56,435,435
37870.08,434,436
37871.61,435,435
37873.14,435,435
37874.67,435,435
37876.20,435,436
37877.73,436,435
37879.26,435,436
37880.79,435,435
37882.32,435,435
37883.85,435,436
37885.38,435,435
37886.91,435,435
37888.44,434,436
37889.97,435,435
37891.50,436,435
37893.03,436,435
37894.56,435,435
37896.09,435,435
37897.62,434,435
37899.15,436,436
37900.68,435,435
37902.21,435,435
37903.74,435,436
37905.27,435,436
37906.80,434,435
37908.33,435,435
37909.86,435,435
37911.39,435,435
37912.92,435,436
37914.45,435,436
37915.98,435,435
37917.51,435,435
37919.04,436,435
37920.57,434,436
37922.10,434,435
37923.63,435,435
37925.16,434,435
37926.69,435,435
37928.22,435,435
37929.75,434,435
37931.28,434,436
37932.81,435,436
37934.34,435,435
37935.87,435,435
37937.40,435,436
37938.93,435,435
37940.46,435,435
37941.99,435,436
37943.52,435,435
37945.05,435,436
37946.58,435,436
37948.11,435,435
37949.64,435,435
37951.17,436,435
37952.70,435,435
37954.23,434,435
37955.76,434,435
37957.29,435,435
37958.82,435,434
37960.35,434,436
37961.88,435,435
37963.41,435,435
37964.94,435,436
37966.47,435,436
37968.00,435,435
37969.53,434,435
37971.06,434,434
37972.59,435,435
37974.12,435,435
37975.65,435,435
37977.18,435,435
37978.71,435,436
37980.24,435,435
37981.77,435,436
37983.30,435,436
37984.83,436,436
37986.36,435,435
37987.89,435,434
37989.42,435,435
37990.95,435,435
37992.48,435,435
37994.01,435,435
37995.54,435,436
37997.07,435,435
37998.61,435,435
38000.13,435,434
38001.67,435,436
38003.19,435,435
38004.72,436,435
38006.25,435,435
38007.78,435,435
38009.31,434,435
38010.84,436,435
38012.37,435,435
38013.90,435,436
38015.43,435,435
38016.96,434,436
38018.49,435,435
38020.02,436,435
38021.55,435,435
38023.08,435,435
38024.61,435,435
38026.14,435,435
38027.67,435,435
38029.20,435,435
38030.73,435,436
38032.26,434,436
38033.79,435,436
38035.32,435,435
38036.85,434,436
38038.38,435,435
38039.91,435,436
38041.44,434,436
38042.97,434,435
38044.50,436,436
38046.03,435,436
38047.56,434,436
38049.09,435,435
38050.62,435,435
38052.15,435,436
38053.68,435,435
38055.21,435,434
38056.74,435,436
38058.27,435,435
38059.80,435,436
38061.33,435,435
38062.86,435,435
38064.39,435,435
38065.92,434,436
38067.45,435,436
38068.98,434,435
38070.51,435,435
38072.04,435,435
38073.57,434,435
38075.10,435,436
38076.63,434,435
38078.16,436,435
38079.69,436,435
38081.22,435,436
38082.75,435,435
38084.28,435,436
38085.81,436,436
38087.34,435,435
38088.87,435,436
38090.40,435,436
38091.93,435,436
38093.46,435,435
38094.99,434,436
38096.52,436,436
38098.05,435,436
38099.58,435,435
38101.11,434,435
38102.64,435,435
38104.17,435,435
38105.70,435,436
38107.23,435,436
38108.76,435,435
38110.29,435,436
38111.82,435,435
38113.35,434,435
38114.88,435,435
38116.41,435,435
38117.94,435,435
38119.47,435,435
38121.00,435,435
38122.53,435,436
38124.06,436,436
38125.59,436,436
38127.12,435,436
38128.66,435,435
38130.18,434,435
38131.72,436,435
38133.24,435,435
38134.77,435,435
38136.30,434,435
38137.83,435,436
38139.36,435,435
38140.89,436,436
38142.42,436,436
38143.95,434,436
38145.48,436,436
38147.01,435,435
38148.54,434,435
38150.07,435,435
38151.60,435,435
38153.13,435,436
38154.66,436,435
38156.19,435,436
38157.72,435,435
38159.25,436,436
38160.78,434,435
38162.31,435,436
38163.84,435,435
38165.37,436,435
38166.90,434,435
38168.43,436,436
38169.96,435,436
38171.49,434,435
38173.02,436,435
38174.55,436,436
38176.08,435,435
38177.61,436,436
38179.14,435,435
38180.67,436,435
38182.20,435,436
38183.73,435,435
38185.26,436,435
38186.79,435,436
38188.32,436,436
38189.85,435,435
38191.38,435,435
38192.91,435,436
38194.44,435,436
38195.97,436,435
38197.50,435,436
38199.03,435,435
38200.56,436,436
38202.09,435,436
38203.62,435,436
38205.15,435,435
38206.68,436,435
38208.21,435,436
38209.74,435,436
38211.27,436,436
38212.80,435,435
38214.33,435,435
38215.86,435,435
38217.39,435,435
38218.92,435,435
38220.45,435,436
38221.98,436,435
38223.51,435,435
38225.04,435,435
38226.57,435,436
38228.10,435,436
38229.63,436,435
38231.16,436,435
38232.69,435,435
38234.22,435,436
38235.75,435,435
38237.28,435,436
38238.81,436,435
38240.34,435,435
38241.87,435,436
38243.40,435,436
38244.93,435,435
38246.46,435,435
38247.99,436,435
38249.52,436,435
38251.05,435,435
38252.58,436,436
38254.11,436,435
38255.64,435,436
38257.17,436,436
38258.71,435,436
38260.23,435,435
38261.77,435,435
38263.29,435,436
38264.82,435,435
38266.35,435,435
38267.88,436,436
38269.41,434,435
38270.94,436,436
38272.47,436,435
38274.00,435,435
38275.53,436,436
38277.06,436,435
38278.59,435,435
38280.12,435,435
38281.65,435,436
38283.18,436,436
38284.71,435,436
38286.24,435,436
38287.77,435,436
38289.30,435,436
38290.83,435,436
38292.36,435,436
38293.89,436,435
38295.42,436,436
38296.95,436,436
38298.48,436,435
38300.01,435,435
38301.54,436,435
38303.07,436,436
38304.60,435,435
38306.13,435,435
38307.66,435,436
38309.19,435,436
38310.72,435,435
38312.25,435,435
38313.78,435,435
38315.31,435,435
38316.84,435,435
38318.37,435,435
38319.90,435,435
38321.43,435,435
38322.96,435,436
38324.49,435,435
38326.02,436,435
38327.55,435,435
38329.08,435,435
38330.61,436,436
38332.14,436,435
38333.67,435,435
38335.20,435,436
38336.73,435,435
38338.26,435,436
38339.79,435,435
38341.32,436,435
38342.85,435,435
38344.38,436,436
38345.91,435,435
38347.44,435,435
38348.97,435,435
38350.50,435,436
38352.03,435,435
38353.56,435,435
38355.09,435,435
38356.62,436,436
38358.15,435,435
38359.68,435,436
38361.21,435,435
38362.74,435,435
38364.27,435,436
38365.80,436,436
38367.33,435,435
38368.86,436,436
38370.39,436,435
38371.92,436,436
38373.45,435,436
38374.98,435,435
38376.51,436,435
38378.04,435,436
38379.57,435,436
38381.10,435,436
38382.63,436,435
38384.16,436,435
38385.69,436,435
38387.22,435,436
38388.76,435,435
38390.28,435,435
38391.82,435,435
38393.34,436,436
38394.87,436,435
38396.40,435,436
38397.93,436,435
38399.46,435,436
38400.99,435,436
38402.52,435,436
38404.05,435,436
38405.58,435,436
38407.11,435,436
38408.64,435,435
38410.17,435,435
38411.70,435,435
38413.23,436,435
38414.76,435,435
38416.29,435,435
38417.82,436,436
38419.35,436,435
38420.88,435,436
38422.41,436,436
38423.94,435,435
38425.47,435,435
38427.00,436,436
38428.53,435,436
38430.06,435,436
38431.59,435,435
38433.12,436,436
38434.65,435,436
38436.18,436,436
38437.71,436,436
38439.24,436,436
38440.77,436,435
38442.30,436,436
38443.83,436,435
38445.36,436,435
38446.89,435,436
38448.42,435,435
38449.95,435,435
38451.48,435,435
38453.01,435,435
38454.54,435,436
38456.07,435,435
38457.60,435,435
38459.13,436,435
38460.66,436,436
38462.19,436,435
38463.72,435,435
38465.25,436,436
38466.78,436,435
38468.31,435,435
38469.84,436,436
38471.37,435,435
38472.90,435,436
38474.43,436,435
38475.96,436,436
38477.49,435,435
38479.02,436,436
38480.55,436,435
38482.08,436,435
38483.61,435,436
38485.14,435,436
38486.67,436,436
38488.20,435,435
38489.73,436,436
38491.26,436,436
38492.79,435,436
38494.32,436,435
38495.85,435,435
38497.38,435,436
38498.91,436,436
38500.44,435,435
38501.97,435,436
38503.50,436,436
38505.03,436,435
38506.56,435,436
38508.09,436,436
38509.62,436,435
38511.15,435,435
38512.68,435,435
38514.21,436,436
38515.74,435,436
38517.27,435,435
38518.80,436,436
38520.33,436,436
38521.87,436,436
38523.39,435,435
38524.92,435,435
38526.45,435,436
38527.98,435,436
38529.51,436,435
38531.04,435,436
38532.57,435,436
38534.10,435,435
38535.63,435,435
38537.16,435,435
38538.69,436,435
38540.22,436,435
38541.75,436,435
38543.28,435,436
38544.81,436,435
38546.34,435,436
38547.87,435,435
38549.40,436,436
38550.93,435,435
38552.46,435,436
38553.99,435,436
38555.52,435,436
38557.05,435,436
38558.58,436,436
38560.11,435,436
38561.64,436,435
38563.17,436,436
38564.70,435,435
38566.23,435,435
38567.76,435,435
38569.29,436,436
38570.82,435,436
38572.35,435,435
38573.88,435,435
38575.41,435,436
38576.94,435,435
38578.47,436,436
38580.00,436,435
38581.53,435,435
38583.06,436,436
38584.59,436,436
38586.12,435,436
38587.65,436,436
38589.18,435,435
38590.71,435,436
38592.24,436,435
38593.77,435,435
38595.30,435,435
38596.83,436,435
38598.36,435,436
38599.89,435,437
38601.42,435,435
38602.95,435,436
38604.48,435,435
38606.01,436,436
38607.54,436,436
38609.07,436,436
38610.60,435,436
38612.13,436,436
38613.66,435,436
38615.19,435,435
38616.72,436,435
38618.25,436,435
38619.78,435,435
38621.31,436,435
38622.84,435,435
38624.37,435,435
38625.90,436,435
38627.43,436,435
38628.96,436,436
38630.49,436,435
38632.02,436,435
38633.55,436,436
38635.08,435,435
38636.61,436,436
38638.14,436,435
38639.67,435,435
38641.20,436,436
38642.73,436,436
38644.26,435,436
38645.79,435,435
38647.32,436,435
38648.85,436,436
38650.38,436,435
38651.92,435,436
38653.44,436,435
38654.97,435,436
38656.50,436,436
38658.03,435,436
38659.56,436,436
38661.09,435,435
